M4B113_C16,COLD1,qSCT1,qCST10,qPSST6,Dro1,qDTY1.1,qDTY12.1,qDTY2.1,qDTY2.2,qDTY3.1,qDTY3.2,qDTY4.1,TT1,qHTSF4.1,qSIS1L,Saltol,qSOR1,qSub1,qAG3,Pita,qPi33,qXa26,qXa4,BPH17,BPH32,TSV1,STV11,fgr-1,Chalk5,Alk,GS3,NAS3,Hd1,DTH8,Ghd7,Hd2,RFT1,Hd3a,ehd1,GNP1,Gn1a,GFR1,HIS1,TGW6,NGR5,NAL1,SLG7
1233,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
679,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[--],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1056,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
693,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[+p],?,[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.3,[--],[--]-indica
904,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[--],[--],[+p],[--],[+p],[--],[+p],[--],[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
177,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
489,[--],[+p],[--],[--],[+p],[--],[+p],,?,[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],?,[+p],[--],[--],[+p],[--],[--],[--],[--]-Medium,[--],[+p] N22 deletion,[+p],[--]-Ghd7-2,[--]-IR/[+p]-1b,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1058,[--],?,[--],?,[+p],[--],[Het]/[Het],,?,[--],[--]-Swarna,?,[--],,[Het],[--],[--],[--],[+p],[Het],[--],[+p],?,[--],[--],[Het],[+p],[--],[+p],[+p]-Alk-3b,[+p],[Het],[+p] Het  IRRI154/N22,[Het],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[Het] - [- haplotypes],[--],[Het]-ind/jap
916,[--],[+p],[--],[--],[+p],?,[+p],,[--],[--],[--]-Swarna,?,[--],,?,[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[--],[--],[--],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[+p] Hap.2,[--],[--]-indica
952,[--],[+p],[--],[--],[+p],[--],[+p],,?,[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[Het],[+p],?,[--],[Het],[--],[+p],[Het],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[Het] - [- haplotypes],[--],[--]-indica
663,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],?,[--],[--],[+p],[--],?,[+p],?,[--],[--],[--],[+p],?,[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[Het] - [- haplotypes],[--],[--]-indica
1166,[--],[+p],[--],[--],[+p],[--],[+p],,?,[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],?,?,[--],[--],[--],[--],[--],[--],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
389,[--],[+p],[--],[--],[+p],?,[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[--],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[--]-Ghd7-2,[+p]-1c,[--],[+p],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[+p] Hap.2,[--],[+p]-PB1
467,?,[+p],[--],?,[+p],[--],[Het]/[Het],,?,?,?,?,[--],,[--],[--],[--],[--],?,[--],?,[+p],?,?,[--],[--],[+p],?,[Het],[+p]-Alk-3b,[+p],[--],?,[+p],?,?,[Het] ind2/[--],[Het] [+ type 1/--],[+p],?,,[Het]-[indica +/-],[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1223,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[--]-IR/[+p]-1b,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
955,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
925,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
653,[--],[+p],[--],[--],[+p],[--],[Het]/[Het],,[--],[--],[--]-Swarna,[--],[--],,[--],?,[--],[--],[+p],[Het],?,[+p],?,[--],[--],[--],[+p],[Het],[Het],[+p]-Alk-3b,[+p],[--],[+p] Het  IRRI154/N22,[+p],[Het]-4/2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
951,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],?,[--],[Het],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],?,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
797,[--],[+p],[--],[--],[+p],[--],[+p],,?,[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,?,[Het],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[Het],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
880,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1161,?,?,[--],?,?,?,[+p],,?,[--],?,?,?,,[--],?,[--],?,?,[+p],[--],?,?,?,[--],?,[+p],?,[+p],?,?,?,?,?,?,?,[+p],[--],?,?,,?,[+p],[--],?,[--],?
830,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[+p],[+p],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
698,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[--]-IR/[+p]-1b,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
834,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
840,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
549,[--],[+p],[--],[--],[+p],[--],[--],,?,[+p],[+p]-IR64 (intermediate),[--],[--],,[--],[--],[--],[--],[+p],[+p],[+p],[+p],[+p],[+p],[+p],[--],[+p],[--],[+p],[--],[+p],[--],[+p] N22 deletion,[--]-IR24,[--]-Ghd7-2,[--]-IR/[+p]-1b,[+p],[--],[+p],[--]-ind1,,[--]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
745,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[+p],[+p],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
160,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
646,?,[+p],[--],[--],[+p],[--],[--],,[--],[--],?,?,[--],,[--],[--],[--],[--],[+p],[+p],?,[--],?,?,[+p],[--],[+p],?,[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,?,?,?,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.3,[--],[--]-indica
808,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
516,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
871,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],?,[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[Het]-4/2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[Het],[--]-indica
1168,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[--]-IR/[+p]-1b,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
364,[--],[+p],[--],?,[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[Het],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1222,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1188,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
995,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[--],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind2,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
1130,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],?,[--],[--],[+p],[Het],?,[+p],?,[--],[--],[--],[+p],[Het],[Het],[+p]-Alk-3b,[+p],[--],[+p] Het  IRRI154/N22,[+p],[Het]-4/2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1075,[--],[+p],[--],[--],[+p],?,[+p],,[--],[--],[--]-Swarna,?,[--],,?,[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[--],[--],[--],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],?,[--],[--]-indica
684,?,?,?,?,[+p],?,?,,?,?,?,?,?,,?,?,?,?,?,?,?,?,?,?,?,[--],?,?,?,?,?,?,?,?,?,?,?,?,?,?,,?,?,[--],?,?,?
1086,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],?,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[Het],[+p]-Alk-3b,?,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[Het],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
560,[--],[+p],[--],?,[+p],?,[Het]/[Het],,[--],[--],[--]-Swarna,[--],[--],,?,?,[--],[--],[+p],[Het],[Het],[+p],[Het],[--],[--],[Het],[Het],[Het],[Het],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[Het]-4/2,?,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[Het],[Het],?,[--],[Het]-ind/jap
505,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1026,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
964,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
961,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[--],[--],[--],[--],[Het],[+p],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1125,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[Het],[--],[+p],?,[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,?,[--],[+p] IRRI154 deletion,[+p],[Het]-4/2,?,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[Het],[--]-indica
735,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
906,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[+p],[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
945,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[--],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
896,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[--],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
990,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
963,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],?,[--],[--],[--],[+p],?,[--],[+p]-Alk-3b,[--]-Medium,[Het],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
675,[--],[+p],[--],?,[+p],?,[Het]/[Het],,[--],[--],[--]-Swarna,[--],[--],,?,[+p]-Aro,[--],[--],[+p],[--],[Het],[+p],?,[--],[--],[--],[Het],[--],[Het],[--],?,[--],[Het] IRRI154/[--],[Het],[+p]-Ghd7-4,[+p]-1c,[Het] ind2/[--],[Het] [+ type 1/--],[+p],[--] Het ind1/2,,[+p]-indica,[Het],[+p],?,[--],[--]-indica
742,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[--],[--],[--],[--],[--],[+p],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1096,?,?,?,?,?,?,?,,?,?,?,?,?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,?,?,?,?,?,?
882,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[+p],[+p],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1105,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
410,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
895,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1035,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
